270	生脉注射剂
271	甲型肝炎抗体测定
272	甲基强的松龙
273	甲氧氯普胺
274	甲胎蛋白测定
275	甲钴胺
276	电子生物反馈疗法
277	电极
278	电脑血糖监测
279	留置导尿
280	留置静脉针
281	疏血通
282	痰热清注射液
283	癌胚抗原测定
284	白眉蛇毒血凝酶
285	皮肤护理
286	益气复脉注射剂
287	真空采血管
288	真菌药敏试验
289	破伤风抗毒素
290	硝苯地平
291	硝酸异山梨酯
292	硝酸异山梨醇酯
293	硝酸甘油
294	硫酸镁
295	硬膜外包
296	碘普罗胺
297	碘海醇
298	碳酸氢钠
299	碳酸钙
300	磁共振增强扫描
301	磁共振平扫
302	磁共振扫描
303	磁共振血管成象
304	神经元特异性烯醇化酶测定
305	穿刺针
306	类风湿因子测定
307	粪便
308	粪便隐血试验
309	糖化血红蛋白测定
310	糖类抗原测定
311	红细胞比积测定
312	红细胞沉降率测定
313	红花注射液
314	红花黄色素
315	纤维蛋白
316	纳洛酮
317	组织多普勒显象
318	细菌培养及鉴定+自动仪鉴定
319	细菌涂片检查
320	经皮选择性动脉置管术
321	经食管超声心动图
322	结核菌涂片检查
323	维拉帕米
324	维生素B1
325	维生素B12
326	维生素B6
327	维生素C
328	缬沙坦
329	置胃管
330	美托洛尔
331	美洛西林
332	美洛西林舒巴坦
333	美罗培南
334	耐甲氧西林葡萄球菌检测
335	肌肉注射
336	肌苷
337	肌酐测定
338	肝素
339	肝素冒
340	肠胃道彩色多普勒超声检查
341	肾上腺素
342	胃管
343	胃肠减压
344	胞磷胆碱
345	胰岛素
346	胰岛素泵管
347	胰激肽原酶
348	胶片进口
349	胸带
350	胸部、泌尿系、妇科及产科彩色多普勒超声检查
351	胸部彩色多普勒超声检查
352	胺碘酮
353	脂溶性维生素
354	脂肪乳
355	脉加压注射
356	脑功能成象
357	脑室钻孔伴脑室引流术
358	脑心通胶囊
359	脑电发生源定位
360	脑电图
361	脑电地形图
362	脑脊液动力学检查
363	脑脊液检查
364	脑脊液白蛋白测定
365	脑苷肌肽
366	脑蛋白水解物
367	脸盆
368	腰椎穿刺术
369	腹部彩色多普勒超声检查
370	腺苷脱氨酶测定
371	膀胱冲洗
372	膀胱残余尿量测定
373	膀胱灌注
374	膀胱造瘘术
375	舒血宁注射液
376	艾司唑仑
377	苦碟子注射液
378	苯巴比妥
379	苯海拉明
380	茶碱
381	药敏定量试验
382	莫沙比利
383	营养管
384	葡萄糖
385	葡萄糖氯化钠
386	葡萄糖测定
387	葡萄糖耐量试验
388	葡萄糖酸钙
389	蔗糖铁注射液
390	螺内酯
391	螺旋CT
392	血压监测
393	血同型半胱氨酸测定
394	血型单特异性抗体鉴定
395	血培养及鉴定+自动仪鉴定
396	血塞通注射液
397	血容量监测
398	血小板交叉配合试验
399	血栓通注射液
400	血气分析
401	血氧饱和度监测
402	血浆D-二聚体测定
403	血浆凝血酶原时间测定
404	血浆粘度测定
405	血浆纤溶酶原活性测定
406	血浆纤维蛋白原测定
407	血液灌流
408	血液灌流器
409	血液透析
410	血液透析滤过
411	血清5′核苷酸酶测定
412	血清α-L-岩藻糖苷酶测定
413	血清α羟基丁酸脱氢酶测定
414	血清γ-谷氨酰基转移酶测定
415	血清δ-胆红素测定
416	血清丙氨酸氨基转移酶测定
417	血清乳酸脱氢酶同工酶电泳分析
418	血清乳酸脱氢酶测定
419	血清低密度脂蛋白胆固醇测定
420	血清促甲状腺激素测定
421	血清天门冬氨酸氨基转移酶测定
422	血清尿酸测定
423	血清总胆固醇测定
424	血清总胆汁酸测定
425	血清总胆红素测定
426	血清总蛋白测定
427	血清果糖胺测定
428	血清游离三碘甲状原氨酸测定
429	血清游离甲状腺素测定
430	血清甘油三酯测定
431	血清甲状腺结合球蛋白测定
432	血清白蛋白测定
433	血清直接胆红素测定
434	血清碱性磷酸酶测定
435	血清碳酸氢盐测定
436	血清维生素测定
437	血清肌红蛋白测定
438	血清肌酸激酶同工酶电泳分析
439	血清肌酸激酶测定
440	血清肌酸激酶－MB同工酶活性测定
441	血清肌酸激酶－MB同工酶质量测定
442	血清肌钙蛋白T测定
443	血清胆碱脂酶测定
444	血清胱抑素测定
445	血清脂肪酶测定
446	血清腺苷脱氨酶测定
447	血清载脂蛋白AⅠ测定
448	血清载脂蛋白B测定
449	血清载脂蛋白α测定
450	血清酸性磷酸酶测定
451	血清间接胆红素测定
452	血清高密度脂蛋白胆固醇测定
453	血温监测
454	血红蛋白测定
455	血细胞分析
456	血路管
457	血透监测
458	被套
459	褥疮护理
460	西咪替丁
461	视黄醇结合蛋白测定
462	言语能力评定
463	负压吸引器
464	赖氨匹林
465	超声心动图
466	超声计算机图文报告
467	转化糖电解质
468	辅酶A
469	输液器
470	输血器
471	辛伐他汀
472	还原型谷胱甘肽
473	连接管
474	通心络胶囊
475	造影剂国产
476	造瘘护理
477	酚磺乙胺
478	酪酸梭菌活菌
479	醒脑静注射剂
480	采血器
481	重症监护
482	重组人红细胞生成素
483	重组人胰岛素
484	针刺运动疗法
485	钙测定
486	钠洛酮
487	钠测定
488	钾测定
489	铁蛋白测定
490	银杏叶注射液
491	银杏叶片
492	银杏达莫注射液
493	镁测定
494	长春西汀
495	门冬氨酸钾镁
496	门冬胰岛素
497	阿司匹林
498	阿奇霉素
499	阿莫西林舒巴坦
500	降钙素测定
501	院内会诊
502	院前急救费
503	隐血试验
504	雾化吸入
505	青霉素
506	静脉切开置管术
507	静脉注射
508	静脉留置导管
509	静脉穿刺置管术
510	静脉输液
511	静脉输血
512	静脉采血
513	非诺贝特
514	非那雄胺
515	面罩
516	鞘内注射
517	颅内多普勒血流图
518	颅内蛛网膜囊肿分流术
519	颅内血肿清除术
520	颈部血管彩色多普勒超声
521	骨化三醇
522	骨髓巨核细胞计数
523	骨髓有核细胞计数
524	骨髓涂片细胞学检验
525	骨髓穿刺术
526	骨髓细胞彩色图象分析
527	高压注射器管套
528	鼻导管
529	鼻饲管注药
530	鼻饲管注食
531	鼻饲管置管
